,Event.ID,daily.count,Event.Date,Source.Name,Source.Sectors,Source.Country,Event.Text,CAMEO.Code,Intensity,Target.Name,Target.Sectors,target.recode,Target.Country,Story.ID,Sentence.Number,Publisher,City,District,Province,Country,Latitude,Longitude
143772,19711914,1,3/17/13,Lawyer/Attorney (Bolivia),"Legal,Social",Bolivia,Investigate,90,-2,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26632691,1,AP Spanish Worldstream,La Paz,Porto Velho,Estado de Rondonia,Brazil,-9.75,-65.8667
144050,19712213,1,3/17/13,Petrobras,"Heavy Industrial / Chemical Business,Business,Multinational Corporation,Social",,Cooperate economically,61,6.4,Brazil,,NA,Brazil,26633301,5,O Estado de Ṣo Paulo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
144123,19712287,1,3/17/13,Governor (Brazil),"Government,Local,Provincial",Brazil,Reject,120,-4,Geraldo Alckmin,"Ideological,Provincial,Government,(National) Major Party,Local,Parties,Centrist",Municipal Government,Brazil,26633506,4,Folha de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
144829,19715414,1,3/18/13,Carlos Franklin Paix̣o de Ara̼jo,Elite,Brazil,Accuse,112,-2,Detainee (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Dissident,Brazil,26627988,1,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
144849,19715473,1,3/18/13,Head of Government (Brazil),"Government,Executive,Executive Office",Brazil,Reject,120,-4,Ministry (Brazil),Government,Government (General),Brazil,26628058,1,O Globo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
144850,19715471,1,3/18/13,Head of Government (Brazil),"Government,Executive,Executive Office",Brazil,Reject,120,-4,Jos̩ Eduardo Cavalcanti de Mendon̤a,"Business,Consulting / Financial Services Business,Social",Business,Brazil,26628058,1,O Globo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
145111,19720235,1,3/18/13,S̩rgio de Oliveira Cabral Santos Filho,"Ideological,Provincial,Government,(National) Major Party,Parties,Local,Centrist",Brazil,Make an appeal or request,20,3,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26628539,3,Agence France-Presse,Petropolis,Santana Do Matos,Estado do Rio Grande do Norte,Brazil,-5.86889,-36.7083
147289,19724700,1,3/19/13,Governor (Brazil),"Government,Local,Provincial",Brazil,Make an appeal or request,20,3,Member of the Judiciary (Brazil),"Judicial,Government",Judiciary,Brazil,26623162,4,EFE News Service,Espirito Santo,Sao Bento Do Una,Estado de Pernambuco,Brazil,-8.47611,-36.3417
148263,19730617,1,3/19/13,Dilma Rousseff,"Ideological,Far Left,Government,Executive,Executive Office,(National) Major Party,Parties,Elite",Brazil,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Economist (New Zealand),"Education,Social",Education,New Zealand,26625570,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
148610,19730980,1,3/19/13,Student (Brazil),"Education,Social",Brazil,Conduct strike or boycott,143,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26626185,1,Folha de Ṣo Paulo,Ribeirao Preto,Ribeirao Preto,Estado de Sao Paulo,Brazil,-21.1775,-47.8103
148613,19730983,1,3/19/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Make pessimistic comment,12,-0.4,Eduardo Henrique Campos Accioly,"Center Left,Ideological,Provincial,Government,(National) Major Party,Parties,Local",Political Party,Brazil,26626207,2,Folha de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
148867,19731248,1,3/19/13,Member of the Judiciary (Brazil),"Judicial,Government",Brazil,Criticize or denounce,111,-2,Brazil,,NA,Brazil,26626769,1,Gazeta do Povo,Paranagua,Paranagua,Estado do Parana,Brazil,-25.5194,-48.5199
150105,19739414,1,3/20/13,Holy See (Vatican City State),,Holy See,Express intent to meet or negotiate,36,4,Head of Government (Holy See (Vatican City State)),"Executive Office,Government,Executive",Executive Branch,Holy See,26619398,1,Reuters News,Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
152271,19743713,1,3/21/13,Guido Mantega,"Ideological,Far Left,Government,Cabinet,Executive,(National) Major Party,Parties,Finance / Economy / Commerce / Trade Ministry",Brazil,Demand,100,-5,Government (Brazil),Government,Government (General),Brazil,26613659,2,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
153372,19749748,1,3/21/13,Head of Government (Brazil),"Government,Executive,Executive Office",Brazil,Criticize or denounce,111,-2,Lawyer/Attorney (Brazil),"Legal,Social",Legal,Brazil,26615930,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
153380,19749757,1,3/21/13,Governor (Brazil),"Government,Local,Provincial",Brazil,Criticize or denounce,111,-2,Head of Government (Brazil),"Government,Executive,Executive Office",Executive Branch,Brazil,26615956,4,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
153672,19750074,1,3/21/13,Head of Government (Brazil),"Government,Executive,Executive Office",Brazil,Criticize or denounce,111,-2,Main Opposition (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Dissident,Brazil,26616538,2,Folha de Ṣo Paulo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
153673,19750075,1,3/21/13,Head of Government (Brazil),"Government,Executive,Executive Office",Brazil,Criticize or denounce,111,-2,Governor (Brazil),"Government,Local,Provincial",Municipal Government,Brazil,26616538,2,Folha de Ṣo Paulo,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
155006,19758139,1,3/22/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Obstruct passage, block",144,-7.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26609651,5,Reuters News,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
155248,19758418,1,3/22/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Indigenous People (Brazil),Indigenous People,Indigenous People,Brazil,26610064,4,Agencia EFE - Servi̤o em portugu̻s,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
156015,19759261,1,3/22/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Criticize or denounce,111,-2,Government (Brazil),Government,Government (General),Brazil,26611397,3,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
156022,19759269,1,3/22/13,Brazil,,Brazil,Host a visit,43,2.8,Geraldo Alckmin,"Ideological,Provincial,Government,(National) Major Party,Local,Parties,Centrist",Municipal Government,Brazil,26611422,2,O Estado de Ṣo Paulo,Sao Sebastiao,Sao Sebastiao,Estado de Alagoas,Brazil,-9.93361,-36.5542
156184,19759450,1,3/22/13,Court Judge (Brazil),"Judicial,Government",Brazil,Praise or endorse,51,3.4,Military Personnel (Brazil),"Government,Military",Military,Brazil,26611841,6,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
156187,19759453,1,3/22/13,Eduardo Henrique Campos Accioly,"Center Left,Ideological,Provincial,Government,(National) Major Party,Parties,Local",Brazil,Reject,120,-4,Presidential Candidate (Brazil),Parties,Political Party,Brazil,26611861,1,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
157528,19762058,1,3/23/13,Police (Brazil),"Government,Police",Brazil,Accuse,112,-2,Employee (Brazil),"Labor,Social",Labor,Brazil,26607414,3,EFE News Service,Santa Maria,Poco Redondo,Estado de Sergipe,Brazil,-9.71667,-37.7167
157529,19762057,1,3/23/13,Police (Brazil),"Government,Police",Brazil,Accuse,112,-2,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26607414,3,EFE News Service,Santa Maria,Poco Redondo,Estado de Sergipe,Brazil,-9.71667,-37.7167
157749,19762299,1,3/23/13,Geraldo Alckmin,"Ideological,Provincial,Government,(National) Major Party,Local,Parties,Centrist",Brazil,Express intent to meet or negotiate,36,4,Fernando Henrique Cardoso,"Ideological,(National) Major Party,Parties,Centrist,Elite",Political Party,Brazil,26607768,5,O Estado de Ṣo Paulo,Bandeirantes,Bandeirantes,Estado do Parana,Brazil,-23.11,-50.3675
158676,19768933,1,3/24/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,International Religious,Government,Catholic,Social",Religious,Holy See,26604866,3,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
159315,19769609,1,3/24/13,Damata Fernando Pimentel,"Ideological,Industrial / Textiles / Mining Ministry,Far Left,Government,Executive,(National) Major Party,Parties,Finance / Economy / Commerce / Trade Ministry",Brazil,Discuss by telephone,41,1,Ricardo Rezende Ferra̤o,"Ideological,Upper House,Legislative / Parliamentary,Government,(National) Major Party,Parties,Centrist",Legislative Branch,Brazil,26605970,6,Folha de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
159316,19769608,1,3/24/13,Ricardo Rezende Ferra̤o,"Ideological,Upper House,Legislative / Parliamentary,Government,(National) Major Party,Parties,Centrist",Brazil,Discuss by telephone,41,1,Damata Fernando Pimentel,"Ideological,Industrial / Textiles / Mining Ministry,Far Left,Government,Executive,(National) Major Party,Parties,Finance / Economy / Commerce / Trade Ministry",Political Party,Brazil,26605970,6,Folha de Ṣo Paulo,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
160545,19771424,1,3/25/13,Police (Brazil),"Government,Police",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26602792,3,O Estado de Ṣo Paulo,Bertioga,,Estado do Ceara,Brazil,-6.55,-38.85
160749,19771652,1,3/25/13,Government (Brazil),Government,Brazil,Provide humanitarian aid,73,7.4,World Food Program,"International Government Organization,Global,Global Diplomatic IGOs,Global Development IGOs",INGO/NGO,,26603255,1,All Africa,,,,Brazil,-15.8307,-47.6127
160858,19771763,1,3/25/13,Police (United States),"Police,Government",United States,Praise or endorse,51,3.4,Luiz Inacio Lula Da Silva,"Ideological,(National) Major Party,Parties,Elite,Far Left",Political Party,Brazil,26603514,5,El Nacional,Salamanca,Alagoinha Do Piaui,Estado do Piaui,Brazil,-6.9,-40.95
161170,19772089,1,3/25/13,Pope Francis,"National Religious,International Religious,Government,Catholic,Social",Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,26604180,3,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
161616,19779075,1,3/25/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,"Abduct, hijack, or take hostage",181,-9,Guerrilla (Brazil),"Rebel,Dissident",Dissident,Brazil,26697317,6,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
162054,19779641,1,3/25/13,Governor (Brazil),"Government,Local,Provincial",Brazil,Criticize or denounce,111,-2,Court Judge (Brazil),"Judicial,Government",Judiciary,Brazil,26698895,1,O Globo,Dourados,Guaiuba,Estado do Ceara,Brazil,-4.08333,-38.7333
162424,19786893,1,3/26/13,Amnesty International,"Nongovernmental Organization (International),Human Rights IGOs",,Criticize or denounce,111,-2,Religion (Brazil),"Social,National Religious",Religious,Brazil,26693460,1,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
162425,19786894,1,3/26/13,Amnesty International,"Nongovernmental Organization (International),Human Rights IGOs",,Criticize or denounce,111,-2,Christian Social Democratic Party,"Center Left,International Religious,Ideological,Parties,Christian,(National) Minor Party",Political Party,Brazil,26693460,3,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
162506,19787056,1,3/26/13,Christian Social Party,"International Religious,Ideological,(National) Major Party,Parties,Centrist,Christian",Brazil,Praise or endorse,51,3.4,Police (Brazil),"Government,Police","Police (Military, Civil)",Brazil,26693809,1,AP Spanish Worldstream,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
162900,19787538,1,3/26/13,Fernando Henrique Cardoso,"Ideological,(National) Major Party,Parties,Centrist,Elite",Brazil,Praise or endorse,51,3.4,A̩cio Neves,"Ideological,Upper House,Legislative / Parliamentary,Government,(National) Major Party,Parties,Centrist",Legislative Branch,Brazil,26694761,4,ANSA - Spanish Service (BASP),Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
163214,19787880,1,3/26/13,Education (Brazil),"Education,Social",Brazil,Make a visit,42,1.9,Microsoft,"Business,Multinational Corporation,Social,Science / Tech / Knowledge / Innovation Business",Business,,26695317,3,Telecompaper Americas,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
163215,19787881,1,3/26/13,Microsoft,"Business,Multinational Corporation,Social,Science / Tech / Knowledge / Innovation Business",,Host a visit,43,2.8,Education (Brazil),"Education,Social",Education,Brazil,26695317,3,Telecompaper Americas,Pernambuco,Inaja,Estado de Pernambuco,Brazil,-8.78333,-37.7
163303,19787980,1,3/26/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26695560,3,O Estado de Ṣo Paulo,Petropolis,Santana Do Matos,Estado do Rio Grande do Norte,Brazil,-5.86889,-36.7083
163611,19788318,1,3/26/13,Citizen (Brazil),"Social,General Population / Civilian / Social",Brazil,Refuse to yield,124,-4,Labor Union (Brazil),"Labor,Social",Labor,Brazil,26696109,4,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
164569,19789369,1,3/26/13,Treasury/Finance Ministry (Brazil),"Government,Executive,Finance / Economy / Commerce / Trade Ministry",Brazil,Engage in diplomatic cooperation,50,3.5,Lebanon,,NA,Lebanon,33811192,1,L' Orient-Le Jour,,,,Brazil,-15.8307,-47.6127
164986,19796483,1,3/27/13,Activist (Brazil),"Nongovernmental Organization (International),Human Rights IGOs,Human Rights NGOs,Nongovernmental Organizations / Activists",Brazil,"Protest violently, riot",145,-7.5,Police (Brazil),"Government,Police","Police (Military, Civil)",Brazil,26689892,3,AP Spanish Worldstream,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
165233,19796770,1,3/27/13,Congress (Brazil),"Government,Legislative / Parliamentary",Brazil,Praise or endorse,51,3.4,Representatives (Brazil),"Government,Legislative / Parliamentary",Legislative Branch,Brazil,26690442,4,ANSA - Spanish Service (BASP),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
167635,19805223,1,3/28/13,Health Ministry (Brazil),"Government,Executive,Health Ministry",Brazil,Investigate,90,-2,Citizen (Brazil),"Social,General Population / Civilian / Social",General Population/Civilian,Brazil,26687502,1,Al Jazeera English,,,,Brazil,-15.8307,-47.6127
168109,19805730,1,3/28/13,Lawyer/Attorney (Brazil),"Legal,Social",Brazil,Appeal for intelligence,214,3.4,Police (Brazil),"Government,Police","Police (Military, Civil)",Brazil,26688424,2,Gazeta do Povo,Curitiba,Curitiba,Estado do Parana,Brazil,-25.4278,-49.2731
169433,19808630,1,3/29/13,Dilma Rousseff,"Ideological,Far Left,Government,Executive,Executive Office,(National) Major Party,Parties,Elite",Brazil,Praise or endorse,51,3.4,Business (Brazil),"Business,Social",Business,Brazil,26683551,1,O Estado de Ṣo Paulo,Presidente Medici,Presidente Medici,Estado de Rondonia,Brazil,-11.1753,-61.9014
169434,19808631,1,3/29/13,Gilberto Kassab,"Center Right,Ideological,Municipal,Government,(National) Major Party,Parties,Local",Brazil,Praise or endorse,51,3.4,Dilma Rousseff,"Ideological,Far Left,Government,Executive,Executive Office,(National) Major Party,Parties,Elite",Political Party,Brazil,26683551,5,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
170885,19811153,1,3/30/13,Government (Brazil),Government,Brazil,Make pessimistic comment,12,-0.4,Brazil,,NA,Brazil,26680937,1,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
172895,19814416,1,4/1/13,Brazil,,Brazil,Praise or endorse,51,3.4,Governor (Brazil),"Local,Government,Provincial",Municipal Government,Brazil,26676950,2,Folha de Ṣo Paulo,Minas Gerais,Marechal Thaumaturgo,Estado do Acre,Brazil,-8.96667,-72.7833
174111,19818819,1,4/2/13,Antonio Patriota,"Foreign Ministry,Executive,Government,Cabinet",Brazil,Engage in negotiation,46,7,Ricardo Lagos,"(National) Major Party,Parties,Elite,Center Left,Ideological",Political Party,Chile,26738424,3,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
174986,19819860,1,4/2/13,Police (Brazil),"Police,Government",Brazil,"Arrest, detain, or charge with legal action",173,-5,Criminal (Brazil),"Criminals / Gangs,Dissident",Criminals/Gangs,Brazil,26740934,1,Dow Jones Business News,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
175050,19819926,1,4/2/13,Attorney General (Argentina),"Government,Judicial",Argentina,Investigate,90,-2,Marcos Val̩rio Fernandes de Souza,"Business,Social,Consulting / Financial Services Business",Business,Brazil,26741034,1,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
176174,19823068,1,4/3/13,Mob (Brazil),"Protestors / Popular Opposition / Mobs,Dissident",Brazil,Kill by physical assault,1823,-10,Criminal (Brazil),"Criminals / Gangs,Dissident",Criminals/Gangs,Brazil,26734486,2,All Africa,Embu,Embu,Estado de Sao Paulo,Brazil,-23.6489,-46.8522
177700,19824797,1,4/3/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Threaten,130,-4.4,Party Member (Brazil),Politician,Politician,Brazil,26737816,4,Gazeta do Povo,Iguai,Iguai,Estado da Bahia,Brazil,-14.7564,-40.0892
180009,19829360,1,4/4/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Military Police (Brazil),"Government,Military",Military,Brazil,26733740,1,Agence France-Presse,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
180681,19831652,1,4/5/13,Head of Government (Brazil),"Executive,Government,Executive Office",Brazil,Praise or endorse,51,3.4,Governor (Brazil),"Local,Government,Provincial",Municipal Government,Brazil,26726094,6,O Globo,Salvador,Salvador,Estado da Bahia,Brazil,-12.9711,-38.5108
181388,19832455,1,4/5/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,26727783,2,O Estado de Ṣo Paulo,Jacarezinho,Palestina Do Para,Estado do Para,Brazil,-5.98333,-48.3333
181787,19832892,1,4/5/13,Dilma Rousseff,"Elite,Parties,(National) Major Party,Ideological,Far Left,Executive,Government,Executive Office",Brazil,Express intent to meet or negotiate,36,4,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,26728601,6,O Globo,,,,Brazil,-15.8307,-47.6127
